OBJECTID,REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,COD_DISTRI,TIPO_DISTR,CODIGO_C17,T_HOM_R,T_MUJ_R,T_POB_R,T_HOM_U,T_MUJ_U,T_POB_U,T_HOM,T_MUJ,T_POB,T_VIV_U,T_VIV_R,T_VIV,Shape_Leng,Shape__Area,Shape__Length,SUPERFICIE__KM2_,Densidad
554,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6116,REQUÍNOA,3,MIXTO,611603,949,948,1897,2293,2276,4569,3242,3224,6466,1452,660,2112,0.34361793,61924598.390625,39876.30027123,42.27593994,152.94750977
555,13,REGIÓN METROPOLITANA DE SANTIAGO,132,CORDILLERA,13202,PIRQUE,1,MIXTO,1320201,2744,2787,5531,481,461,942,3225,3248,6473,259,1717,1976,0.27206936,42748095.4902344,32681.13480046,29.49316406,219.47457886
556,7,REGIÓN DEL MAULE,73,CURICÓ,7302,HUALAÑÉ,1,MIXTO,730201,420,382,802,2865,2875,5740,3285,3257,6542,2426,331,2757,0.62425056,194356066.53125,75244.01055205,130.27697754,50.21608734
557,7,REGIÓN DEL MAULE,74,LINARES,7404,PARRAL,3,MIXTO,740403,15,9,24,3030,3501,6531,3045,3510,6555,2558,14,2572,0.11769656,9707567.1484375,15036.73716916,6.26993847,1045.46472168
558,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6113,PICHIDEGUA,1,MIXTO,611301,502,498,1000,2821,2783,5604,3323,3281,6604,1956,375,2331,0.30373801,64198463.6464844,36263.88266423,43.66322327,151.24856567
559,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6112,PEUMO,1,MIXTO,611201,63,72,135,3270,3233,6503,3333,3305,6638,2196,57,2253,0.16867635,14439262.7304688,19871.46338678,9.89848328,670.60778809
560,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13104,CONCHALÍ,7,URBANO,1310407,0,0,0,3258,3381,6639,3258,3381,6639,1882,0,1882,0.04406204,1202194.10546875,5229.33158891,0.85184634,7793.65917969
561,7,REGIÓN DEL MAULE,74,LINARES,7405,RETIRO,1,MIXTO,740501,651,594,1245,2606,2846,5452,3257,3440,6697,2133,471,2604,0.4236546,78421816.9707031,51839.67345272,51.18257904,130.84529114
562,7,REGIÓN DEL MAULE,71,TALCA,7108,RÍO CLARO,1,MIXTO,710801,1234,1182,2416,2104,2191,4295,3338,3373,6711,1549,955,2504,0.56996305,179150407.201172,68028.77114597,119.07526398,56.35931396
563,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6303,CHIMBARONGO,6,MIXTO,630306,670,602,1272,2622,2831,5453,3292,3433,6725,2103,469,2572,0.36471432,88060472.4960938,45280.8471712,59.32841492,113.35209656
564,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6116,REQUÍNOA,6,MIXTO,611606,1565,1447,3012,1865,1870,3735,3430,3317,6747,1168,1079,2247,0.50334462,131076204.701172,60251.0804355,89.23973846,75.60533142
565,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6111,OLIVAR,1,MIXTO,611101,330,313,643,3084,3062,6146,3414,3375,6789,2054,230,2284,0.20524178,24739232.25,24195.71536492,16.7872715,404.41351318
566,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13114,LAS CONDES,6,URBANO,1311406,0,0,0,3125,3668,6793,3125,3668,6793,2375,0,2375,0.04261783,1572678.09765625,5061.60321401,1.08835423,6241.53369141
567,7,REGIÓN DEL MAULE,71,TALCA,7110,SAN RAFAEL,1,MIXTO,711001,968,990,1958,2397,2563,4960,3365,3553,6918,1775,806,2581,0.69854482,193143490.339844,83427.40100188,128.47247314,53.84811401
568,7,REGIÓN DEL MAULE,74,LINARES,7406,SAN JAVIER,3,MIXTO,740603,6,4,10,3288,3693,6981,3294,3697,6991,2549,7,2556,0.06745285,3336879.0078125,8248.81687876,2.20135355,3175.7734375
569,7,REGIÓN DEL MAULE,73,CURICÓ,7304,MOLINA,5,MIXTO,730405,940,910,1850,2514,2642,5156,3454,3552,7006,1738,765,2503,0.27849911,56608530.0644531,33919.33110387,37.81034088,185.29322815
570,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6301,SAN FERNANDO,12,MIXTO,630112,142,120,262,3479,3309,6788,3621,3429,7050,2575,119,2694,0.09226237,7242345.03515625,11532.89470067,4.9012661,1438.40393066
571,13,REGIÓN METROPOLITANA DE SANTIAGO,134,MAIPO,13401,SAN BERNARDO,12,MIXTO,1340112,1231,1182,2413,2315,2323,4638,3546,3505,7051,1376,759,2135,0.49697924,74067352.2402344,58761.84114513,51.07962799,138.03938293
572,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13123,PROVIDENCIA,7,URBANO,1312307,0,0,0,3373,3770,7143,3373,3770,7143,2987,0,2987,0.09059453,4725979.40625,10875.89448128,3.30667973,2160.17285156
573,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13123,PROVIDENCIA,8,URBANO,1312308,0,0,0,3413,3796,7209,3413,3796,7209,4738,0,4738,0.05745032,1249659.63867188,6734.56097475,0.87302691,8257.47753906
574,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13131,SAN RAMÓN,6,URBANO,1313106,0,0,0,3562,3673,7235,3562,3673,7235,2217,0,2217,0.03406044,913760.26171875,4283.10264709,0.63617849,11372.59472656
575,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13127,RECOLETA,1,URBANO,1312701,0,0,0,3682,3567,7249,3682,3567,7249,2845,0,2845,0.0369809,1068508.9609375,4432.22916104,0.75992209,9539.13574219
576,7,REGIÓN DEL MAULE,74,LINARES,7404,PARRAL,5,MIXTO,740405,142,131,273,3514,3669,7183,3656,3800,7456,2679,102,2781,0.1491,15840394.5351562,18524.58251177,10.34450817,720.76898193
577,7,REGIÓN DEL MAULE,71,TALCA,7101,TALCA,4,URBANO,710104,0,0,0,3618,3877,7495,3618,3877,7495,2673,0,2673,0.06818398,3678160.96679688,8649.15305802,2.43866658,3073.40087891
578,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6110,MOSTAZAL,4,MIXTO,611004,279,253,532,3502,3488,6990,3781,3741,7522,2491,326,2817,0.80004333,221264398.101562,92367.51945032,151.72088623,49.57787704
579,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,21,URBANO,1310121,0,0,0,3783,3769,7552,3783,3769,7552,2822,0,2822,0.0416074,1318257.51171875,4913.09378312,0.92247224,8186.69628906
580,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13128,RENCA,5,URBANO,1312805,0,0,0,3729,3852,7581,3729,3852,7581,2227,0,2227,0.04365593,1274789.10351563,5280.80120334,0.89925003,8430.35839844
581,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,4,URBANO,1310804,0,0,0,3773,3835,7608,3773,3835,7608,3172,0,3172,0.03800407,1038200.97265625,4586.86822844,0.71867418,10586.16015625
582,13,REGIÓN METROPOLITANA DE SANTIAGO,132,CORDILLERA,13203,SAN JOSÉ DE MAIPO,1,MIXTO,1320301,767,615,1382,3121,3109,6230,3888,3724,7612,2036,569,2605,0.62385484,206567495.140625,73580.67791748,142.77001953,53.31651306
583,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13119,MAIPÚ,9,URBANO,1311909,0,0,0,3615,4013,7628,3615,4013,7628,2561,0,2561,0.04619749,1745556.19726563,5660.71749109,1.18899083,6415.52490234
584,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13106,ESTACIÓN CENTRAL,3,URBANO,1310603,0,0,0,3818,3853,7671,3818,3853,7671,1984,0,1984,0.03938557,864943.93945313,4518.25484606,0.59765303,12835.20605469
585,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13128,RENCA,3,URBANO,1312803,0,0,0,3743,3938,7681,3743,3938,7681,2436,0,2436,0.04005583,1330022.83789063,4791.27671809,0.945692,8122.09472656
586,13,REGIÓN METROPOLITANA DE SANTIAGO,135,MELIPILLA,13503,CURACAVÍ,6,MIXTO,1350306,806,744,1550,2943,3192,6135,3749,3936,7685,2168,554,2722,0.29350271,48504101.3046875,33940.41096014,33.66984558,228.24577332
587,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6310,SANTA CRUZ,1,MIXTO,631001,1123,1133,2256,2685,2749,5434,3808,3882,7690,1986,866,2852,0.30226376,31917167.9726562,35769.13697477,21.51610565,357.40667725
588,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13106,ESTACIÓN CENTRAL,5,URBANO,1310605,0,0,0,4109,3600,7709,4109,3600,7709,2355,0,2355,0.03751323,967436.04882813,4480.27275689,0.68727332,11216.7890625
589,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13127,RECOLETA,8,URBANO,1312708,0,0,0,3796,3954,7750,3796,3954,7750,2395,0,2395,0.03764219,1124064.39648438,4569.41336836,0.79628927,9732.64453125
590,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13129,SAN JOAQUÍN,4,URBANO,1312904,0,0,0,3818,4044,7862,3818,4044,7862,2527,0,2527,0.04104161,1262627.2109375,4867.96716888,0.88354224,8898.2734375
591,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6105,DOÑIHUE,1,MIXTO,610501,296,301,597,3554,3748,7302,3850,4049,7899,2689,222,2911,0.18118459,17511092.4941406,21399.03483542,11.99894714,658.30773926
592,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,3,URBANO,720103,0,0,0,3597,4309,7906,3597,4309,7906,3336,0,3336,0.08549581,4131311.59765625,9915.43917148,2.65117502,2982.07397461
593,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,16,MIXTO,720116,823,726,1549,2952,3432,6384,3775,4158,7933,2469,835,3304,0.90735037,296740449.386719,108083.15189968,194.389328,40.8098526
594,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,20,URBANO,1310120,0,0,0,4075,3874,7949,4075,3874,7949,2730,0,2730,0.04490964,1431797.31640625,5228.43065291,0.99285716,8006.18701172
595,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,111,COYHAIQUE,11101,COYHAIQUE,1,URBANO,1110101,0,0,0,4071,3914,7985,4071,3914,7985,3280,0,3280,0.1081447,6995436.8984375,14180.57313664,3.44052386,2320.86743164
596,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13117,LO PRADO,6,URBANO,1311706,0,0,0,3868,4144,8012,3868,4144,8012,2406,0,2406,0.02911088,755683.69921875,3570.0010092,0.5119074,15651.26757813
597,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,4,URBANO,1311004,0,0,0,3738,4308,8046,3738,4308,8046,2815,0,2815,0.05461358,2031400.078125,6365.27840521,1.41442668,5688.52392578
598,7,REGIÓN DEL MAULE,74,LINARES,7404,PARRAL,2,MIXTO,740402,152,152,304,3615,4186,7801,3767,4338,8105,3175,133,3308,0.22649488,26041697.359375,26962.03772358,16.96475792,477.75509644
599,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6107,LAS CABRAS,1,MIXTO,610701,253,218,471,3803,3963,7766,4056,4181,8237,2730,163,2893,0.24505276,42726569.8632812,30099.36612468,29.07402802,283.3112793
600,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,24,URBANO,1310124,0,0,0,3974,4272,8246,3974,4272,8246,2811,0,2811,0.0665374,1433404.64453125,7787.06353445,0.97629166,8446.24609375
601,7,REGIÓN DEL MAULE,73,CURICÓ,7305,RAUCO,1,MIXTO,730501,1444,1365,2809,2679,2841,5520,4123,4206,8329,2023,1124,3147,0.49343323,129823933.220703,59961.80802199,87.15093994,95.56982422
602,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,18,URBANO,1310118,0,0,0,4237,4093,8330,4237,4093,8330,3109,0,3109,0.03378301,956306.35351563,4181.90447499,0.68157578,12221.67871094
603,13,REGIÓN METROPOLITANA DE SANTIAGO,136,TALAGANTE,13604,PADRE HURTADO,1,MIXTO,1360401,632,579,1211,3556,3697,7253,4188,4276,8464,2657,367,3024,0.22714261,26131777.0332031,26639.95232658,18.08535194,468.00305176
604,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13105,EL BOSQUE,4,URBANO,1310504,0,0,0,4106,4400,8506,4106,4400,8506,2557,0,2557,0.03873631,1157085.12304688,4548.79590618,0.81373549,10453.02832031
605,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13119,MAIPÚ,10,URBANO,1311910,0,0,0,4091,4445,8536,4091,4445,8536,2915,0,2915,0.0530189,1746594.90820313,6576.37373517,1.17279458,7278.34179688
606,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13123,PROVIDENCIA,5,URBANO,1312305,0,0,0,3914,4633,8547,3914,4633,8547,3439,0,3439,0.05029034,1360081.52734375,6097.51643663,0.96089649,8894.81835938
607,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6102,CODEGUA,1,MIXTO,610201,955,950,1905,3258,3401,6659,4213,4351,8564,2246,684,2930,0.30660009,43532504.3828125,35305.09856088,29.83883476,287.0085144
608,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6101,RANCAGUA,5,URBANO,610105,0,0,0,4008,4562,8570,4008,4562,8570,3491,0,3491,0.07019513,3002313.17773438,8911.64021408,2.0534153,4173.53466797
609,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6302,CHÉPICA,1,MIXTO,630201,1280,1165,2445,3010,3136,6146,4290,4301,8591,2246,884,3130,0.41184725,84624883.1777344,48739.74356174,57.14337158,150.34114075
610,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13126,QUINTA NORMAL,7,URBANO,1312607,0,0,0,4246,4411,8657,4246,4411,8657,3003,0,3003,0.06173872,1565841.67578125,7024.17460274,1.08722591,7962.46630859
611,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,112,AYSÉN,11201,AYSÉN,4,MIXTO,1120104,167,166,333,4154,4195,8349,4321,4361,8682,3050,233,3283,2.55332782,2475789592.58203,325729.03765397,1211.30847168,7.16745567
612,7,REGIÓN DEL MAULE,74,LINARES,7401,LINARES,8,MIXTO,740108,3255,3258,6513,1092,1083,2175,4347,4341,8688,774,2594,3368,0.78286977,267766274.798828,92377.4175257,175.6315155,49.46720123
613,13,REGIÓN METROPOLITANA DE SANTIAGO,136,TALAGANTE,13601,TALAGANTE,2,RURAL,1360102,3345,3211,6556,1093,1126,2219,4438,4337,8775,644,2100,2744,0.32158432,74779120.4492188,38843.70942123,51.71995544,169.66372681
614,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13132,VITACURA,5,URBANO,1313205,0,0,0,4122,4686,8808,4122,4686,8808,2979,0,2979,0.0607726,2544729.23632813,7124.26778567,1.78261042,4941.06835938
615,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6114,QUINTA DE TILCOCO,1,MIXTO,611401,943,885,1828,3435,3548,6983,4378,4433,8811,2506,647,3153,0.32904362,67911836.6386719,39837.5860228,46.17951202,190.79890442
616,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13126,QUINTA NORMAL,1,URBANO,1312601,0,0,0,4362,4600,8962,4362,4600,8962,3196,0,3196,0.04754354,1835046,5663.36286659,1.2718271,7046.55517578
617,13,REGIÓN METROPOLITANA DE SANTIAGO,134,MAIPO,13403,CALERA DE TANGO,5,MIXTO,1340305,612,596,1208,3828,3932,7760,4440,4528,8968,2357,355,2712,0.17650862,20727739.609375,21211.26014907,14.23091888,630.17718506
618,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,6,MIXTO,720106,248,225,473,3934,4587,8521,4182,4812,8994,3527,320,3847,0.55925032,171912963.455078,66990.64080241,112.34449768,80.05732727
619,13,REGIÓN METROPOLITANA DE SANTIAGO,134,MAIPO,13404,PAINE,8,MIXTO,1340408,2265,2088,4353,2301,2362,4663,4566,4450,9016,1436,1650,3086,0.44346471,104238773.890625,53190.41671663,71.66357422,125.81007385
620,7,REGIÓN DEL MAULE,74,LINARES,7402,COLBÚN,1,MIXTO,740201,1215,1199,2414,3107,3516,6623,4322,4715,9037,2682,984,3666,0.48443228,118368890.408203,57085.96800577,77.80701447,116.14633942
621,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13117,LO PRADO,7,URBANO,1311707,0,0,0,4369,4721,9090,4369,4721,9090,2774,0,2774,0.04444134,1488301.96679688,5456.43482406,1.03353882,8795.02539063
622,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6106,GRANEROS,4,MIXTO,610604,667,645,1312,3869,3913,7782,4536,4558,9094,2336,458,2794,0.29413985,55922168.1660156,35662.84696627,38.24504852,237.78242493
623,7,REGIÓN DEL MAULE,74,LINARES,7403,LONGAVÍ,1,MIXTO,740301,906,905,1811,3483,3813,7296,4389,4718,9107,2638,692,3330,0.38337719,68105198.4609375,47592.30691121,44.50284195,204.6386261
624,13,REGIÓN METROPOLITANA DE SANTIAGO,134,MAIPO,13401,SAN BERNARDO,2,URBANO,1340102,0,0,0,4679,4525,9204,4679,4525,9204,2644,0,2644,0.04596733,1357997.03710938,5624.86040205,0.94537824,9735.78613281
625,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13104,CONCHALÍ,1,URBANO,1310401,0,0,0,4493,4716,9209,4493,4716,9209,2795,0,2795,0.04126198,1215819.79492188,4857.26370952,0.83941531,10970.73144531
626,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6303,CHIMBARONGO,1,MIXTO,630301,78,71,149,4465,4648,9113,4543,4719,9262,3187,57,3244,0.18043512,21749350.2988281,21486.6299275,14.72592545,628.95880127
627,7,REGIÓN DEL MAULE,73,CURICÓ,7306,ROMERAL,1,MIXTO,730601,1376,1414,2790,3124,3356,6480,4500,4770,9270,2214,1086,3300,0.42517342,78151475.5664062,51629.20673184,52.22664642,177.49560547
628,13,REGIÓN METROPOLITANA DE SANTIAGO,135,MELIPILLA,13501,MELIPILLA,12,MIXTO,1350112,1149,1086,2235,3579,3587,7166,4728,4673,9401,2462,753,3215,0.40667573,100154318.335938,48882.34451104,69.1132431,136.02313232
629,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13119,MAIPÚ,6,URBANO,1311906,0,0,0,4572,4885,9457,4572,4885,9457,3030,0,3030,0.04239304,1499478.18164063,5204.83613249,1.01879895,9282.49902344
630,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6305,NANCAGUA,1,MIXTO,630501,356,330,686,4258,4516,8774,4614,4846,9460,3216,276,3492,0.23995494,28940400.2089844,28613.72643423,19.58251762,483.08395386
631,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13120,ÑUÑOA,3,URBANO,1312003,0,0,0,4301,5230,9531,4301,5230,9531,4331,0,4331,0.04135635,1279777.90234375,4888.12835177,0.89383793,10663.00683594
632,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10205,DALCAHUE,1,MIXTO,1020501,1261,1238,2499,3494,3626,7120,4755,4864,9619,2644,1066,3710,0.50939273,151940160.976562,64026.0824294,82.80029297,116.17108154
633,7,REGIÓN DEL MAULE,74,LINARES,7401,LINARES,4,MIXTO,740104,491,503,994,4165,4487,8652,4656,4990,9646,3329,374,3703,0.35191037,50114407.4550781,41746.29711038,32.88464737,293.32836914
634,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13104,CONCHALÍ,6,URBANO,1310406,0,0,0,4741,4915,9656,4741,4915,9656,2859,0,2859,0.03899478,1195624.6171875,4658.4931734,0.83055288,11625.99121094
635,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,112,AYSÉN,11201,AYSÉN,1,MIXTO,1120101,357,293,650,4651,4441,9092,5008,4734,9742,3610,372,3982,2.21391544,1844203420.64844,284724.09452289,914.0446167,10.65812302
636,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13111,LA GRANJA,4,URBANO,1311104,0,0,0,4743,5042,9785,4743,5042,9785,2953,0,2953,0.03318228,972721.31835938,3980.56341892,0.67761391,14440.37597656
637,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6101,RANCAGUA,14,MIXTO,610114,260,225,485,4424,4902,9326,4684,5127,9811,3122,221,3343,0.37020895,61354557.1328125,42765.67028164,41.88834763,234.21788025
638,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13106,ESTACIÓN CENTRAL,14,URBANO,1310614,0,0,0,4780,5067,9847,4780,5067,9847,2887,0,2887,0.03616812,1034167.31054688,4445.5342018,0.72011292,13674.24414063
639,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,5,URBANO,1310105,0,0,0,4872,5042,9914,4872,5042,9914,4016,0,4016,0.03593917,1042182.65625,4247.79268888,0.71372861,13890.43359375
640,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6116,REQUÍNOA,1,MIXTO,611601,1084,1041,2125,3895,3999,7894,4979,5040,10019,2572,686,3258,0.24437391,43221008.8261719,30016.87332062,29.49899673,339.63867188
641,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,3,MIXTO,1310703,27,19,46,4963,5069,10032,4990,5088,10078,2557,14,2571,0.18372053,18645959.5351562,21609.19689989,12.93448734,779.1572876
642,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13103,CERRO NAVIA,5,URBANO,1310305,0,0,0,5042,5097,10139,5042,5097,10139,3004,0,3004,0.03421707,1057352.74023438,4047.02800373,0.74139714,13675.53125
643,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,1,URBANO,1310101,0,0,0,5151,5076,10227,5151,5076,10227,7532,0,7532,0.03907332,1060666.04296875,4620.64313859,0.72465527,14112.91796875
644,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13124,PUDAHUEL,3,URBANO,1312403,0,0,0,5136,5114,10250,5136,5114,10250,2918,0,2918,0.04549152,1261025.56445313,5356.21284236,0.8946625,11456.83398438
645,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13131,SAN RAMÓN,3,URBANO,1313103,0,0,0,5093,5219,10312,5093,5219,10312,3069,0,3069,0.03404552,989653.66796875,4059.10255555,0.67148513,15357.00488281
646,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13127,RECOLETA,12,URBANO,1312712,0,0,0,5092,5228,10320,5092,5228,10320,2838,0,2838,0.03432146,1019638.45507813,4218.31761882,0.73088217,14119.92285156
647,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13127,RECOLETA,13,URBANO,1312713,0,0,0,5104,5259,10363,5104,5259,10363,3052,0,3052,0.06483064,2880193.66601563,7713.62434111,1.99956572,5182.62548828
648,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13128,RENCA,10,URBANO,1312810,0,0,0,5206,5200,10406,5206,5200,10406,3017,0,3017,0.03184215,862804.0625,3759.88637444,0.59902614,17371.52929688
649,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13106,ESTACIÓN CENTRAL,11,URBANO,1310611,0,0,0,5168,5263,10431,5168,5263,10431,5242,0,5242,0.04123062,1228997.02539063,4854.20058067,0.83083373,12554.85839844
650,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13119,MAIPÚ,11,URBANO,1311911,0,0,0,5016,5421,10437,5016,5421,10437,3043,0,3043,0.04146219,1383343.65625,4891.99145089,0.98470336,10599.13085938
651,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13116,LO ESPEJO,6,URBANO,1311606,0,0,0,5112,5345,10457,5112,5345,10457,2876,0,2876,0.03721822,906872.21679688,4390.58072662,0.63382733,16498.18554688
652,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13120,ÑUÑOA,8,URBANO,1312008,0,0,0,5166,5291,10457,5166,5291,10457,3266,0,3266,0.05877798,2504807.5234375,7039.12394584,1.74620104,5988.42871094
653,13,REGIÓN METROPOLITANA DE SANTIAGO,133,CHACABUCO,13303,TILTIL,2,MIXTO,1330302,1805,1244,3049,3782,3726,7508,5587,4970,10557,2526,972,3498,0.98094686,383400464.212891,117185.11281887,268.19039917,39.36382675
654,7,REGIÓN DEL MAULE,73,CURICÓ,7308,TENO,1,MIXTO,730801,951,903,1854,4244,4479,8723,5195,5382,10577,3174,624,3798,0.3735426,104002799.058594,44653.54444542,69.94217682,151.22491455
655,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13103,CERRO NAVIA,6,URBANO,1310306,0,0,0,5287,5393,10680,5287,5393,10680,3080,0,3080,0.04064427,1138539.15234375,4950.91380727,0.8094027,13194.91503906
656,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13128,RENCA,1,URBANO,1312801,0,0,0,5299,5405,10704,5299,5405,10704,3246,0,3246,0.04895501,1698130.34179688,5888.68199232,1.17946589,9075.29394531
657,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13123,PROVIDENCIA,6,URBANO,1312306,0,0,0,5095,5659,10754,5095,5659,10754,5347,0,5347,0.04324424,1412581.88476563,5425.23573692,0.98143572,10957.41601563
658,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13103,CERRO NAVIA,3,URBANO,1310303,0,0,0,5285,5472,10757,5285,5472,10757,3087,0,3087,0.03492729,1106706.71875,4251.80026423,0.77492023,13881.4296875
659,7,REGIÓN DEL MAULE,71,TALCA,7101,TALCA,8,URBANO,710108,0,0,0,5251,5507,10758,5251,5507,10758,4261,0,4261,0.09559587,6196231.01953125,11506.54047554,4.12624311,2607.21411133
660,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13132,VITACURA,3,URBANO,1313203,0,0,0,4830,6007,10837,4830,6007,10837,3274,0,3274,0.26959061,22482095.4707031,31609.35774847,15.59740829,694.79492188
661,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13113,LA REINA,4,URBANO,1311304,0,0,0,4959,5899,10858,4959,5899,10858,3864,0,3864,0.05181688,2065731.55664063,6185.24705078,1.41852188,7654.44628906
